Código do Município,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG004 - Quantidade de ligações ativas de água micromedidas,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG008 - Volume de água micromedido,AG010 - Volume de água consumido,AG011 - Volume de água faturado,AG012 - Volume de água macromedido,AG024 - Volume de serviço,AG026 - População urbana atendida com abastecimento de água,AG028 - Consumo total de energia elétrica nos sistemas de água,IN001 - Densidade de economias de água por ligação,IN002 - Índice de produtividade: economias ativas por pessoal próprio,IN003 - Despesa total com os serviços por m3 faturado,IN008 - Despesa média anual por empregado,IN009 - Índice de hidrometração,IN010 - Índice de micromedição relativo ao volume disponibilizado,IN011 - Índice de macromedição,IN012 - Indicador de desempenho financeiro,IN013 - Índice de perdas faturamento,IN018 - Quantidade equivalente de pessoal total,IN020 - Extensão da rede de água por ligação,IN022 - Consumo médio percapita de água,IN023 - Índice de atendimento urbano de água,IN026 - Despesa de exploração por m3 faturado,IN028 - Índice de faturamento de água,IN029 - Índice de evasão de receitas,IN030 - Margem da despesa de exploração,IN031 - Margem da despesa com pessoal próprio,IN032 - Margem da despesa com pessoal total (equivalente),IN033 - Margem do serviço da divida,,IN035 - Participação da despesa com pessoal próprio nas despesas de exploração,IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração,IN037 - Participação da despesa com energia elétrica nas despesas de exploração,IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX),IN039 - Participação das outras despesas nas despesas de exploração,IN044 - Índice de micromedição relativo ao consumo,IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água,IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto,IN049 - Índice de perdas na distribuição,IN050 - Índice bruto de perdas lineares,IN051 - Índice de perdas por ligação,IN052 - Índice de consumo de água,IN055 - Índice de atendimento total de água,IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água,IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos,IN076 - Incidência das análises de turbidez fora do padrão,IN080 - Índice de conformidade da quantidade de amostras - turbidez,IN083 - Duração média dos serviços executados,IN101 - Índice de suficiência de caixa,IN102 - Índice de produtividade de pessoal total (equivalente)
210805,16035,314,164,19,"12,26","103,46","1,98","20,83","20,83",0,"12,65",314,"61,76",1,"163,5","11,52","137691,66","11,01","2,18",0,"31,41","77,06","1,15","20,55","107,57","6,11","9,74","22,94","68,86","269,1","182,64","210,33","47,68",0,"67,87","78,16","21,44","0,4",0,"9,51","6,12","6,12","77,06","15,64","1172,64","22,94","1,96","0,6","0,7",,0,"205,86","11,15","141,97"
210670,21015,2688,758,26,"18,07","366,75","3,12","138,05","138,05",0,24,2688,"104,68","1,01",515,"6,41","348772,47","3,2","0,91",0,"66,77","59,72","1,7","8,63","138,34","27,91","4,87","40,28","45,39","113,67","88,51","100,05","21,56",0,"77,87","88,02","11,55","0,43",0,"2,26","1,96","1,96","59,72","31,04","731,67","40,28","12,79","0,29","0,74",,0,"237,53","60,14","452,06"
310945,6949,6949,2337,2308,60,"283,64","248,98","250,99","283,64",0,0,5704,"400,16","1,01","168,57","4,71","29596,79","98,78","87,78",0,"89,79",0,"19,54","18,58","99,24",100,"4,71",100,0,"111,37","34,58","48,25",0,"32,03","31,05","43,33","20,24","2,43","28,76","99,2","5,99","5,99","11,51","1,63","38,24","88,49",100,"1,41","0,67",0,100,"0,17","91,16","119,71"
260040,36771,25532,5311,610,"69,34","1719,36","65,03","722,32","735,75",0,0,20799,"749,25",1,"235,96","1,95","39984,03","12,22","3,78",0,"148,11","57,21","32,24","9,23","77,91","99,84","1,95","42,79",0,"67,52","42,33","60,66",0,0,"62,69","89,84","1,15","9,01",0,9,"4,24","4,24","57,99","39,39","514,53","42,01","69,44","0,44","0,02","0,12",100,"0,26","175,52","164,65"
280150,16634,16634,3888,3880,130,1500,"542,16","738,9","812,2",0,0,13201,420,"1,02","207,58","2,09","63676,43","99,77","36,14",0,"99,76","45,85","22,51","28,75","122,85",100,"2,09","54,15",0,"100,25","71,41","84,61",0,0,"71,24","84,4","13,09","1,52",0,"73,37","4,91","4,91","50,74","16,04","538,67","49,26",100,"0,28","0,53","0,17",100,"0,3","107,77","171,96"
270330,18385,6888,1788,1609,27,"472,29","189,03","217,65","241,91",0,"4,36",6460,"3052,12","1,01",724,"7,49","93469,32","88,9","32,88",0,"73,92","57,92","4,26","7,79","86,07","93,88","7,27","42,08","-44,81","131,24","17,44","29,74",0,0,"13,29","22,66","76,76",0,0,"86,85","1,4","1,4","62,14","37,65","548,7","37,86","37,47","5,27","0,44",0,"192,5","0,47","116,93","418,57"
510080,10133,5306,1446,1397,26,532,503,511,500,0,0,5306,118,1,"232,58","0,82","27926,7","97,89","94,55",0,"141,8","6,02","8,25","17,38",264,"70,34","0,82","93,98",0,"70,52","28,77","39,59",0,"4,55","40,8","56,13","28,32","9,07","6,45","98,43","4,3","4,3","3,95","2,21","41,23","96,05","52,36","0,22","0,99","4,55","71,01","0,52","141,8","169,05"
110001,22945,10956,2462,963,53,820,"118,91","315,3","345,64",0,0,10956,"579,2",1,"204,12","3,08","58152,36","39,85","14,5",0,"85,01","57,85","12,63","15,59","78,78","83,37","3,05","42,15",0,"116,47","77,03","81,1",0,"25,85","66,13","69,63","0,16","6,97","22,19","37,71","4,9","4,9","61,55","26,09","565,19","38,45","47,75","0,71",0,0,100,"1,27","100,29","193,64"
260420,42892,36000,6200,1285,70,"3303,4","300,09","1080,1","1309,2",0,108,32200,1100,"1,24","206,59","1,48","20024,33","20,08","9,39",0,"77,92","59,03","78,39","8,74","82,31","98,37","1,48","40,97","-15,83","128,33","49,01","103,84",0,0,"38,19","80,92","0,73","10,72",0,"27,78","6,02","6,02","66,2","83,39","942,33","33,8","83,93","0,33","0,01",0,100,"1,85","90,26","78,45"
412015,3237,1198,485,485,28,67,"60,8","60,8","60,8",65,0,611,"75,5",1,"97,5","6,41","37799,83",100,"90,75","97,01","30,47","9,25","6,27","50,22","139,04",100,"6,41","90,75",0,"328,24","159,15","199,43",0,0,"48,48","60,76","37,98","1,27",0,100,"10,26","10,26","9,25","0,61","34,84","90,75","37,01","1,13","1,96",0,100,"1,88","30,47","77,81"
420600,14471,14471,7507,3867,155,3211,"1542,56","2694,56","2694,56",0,0,13639,406,"1,35","205,09","1,62","52080,95","45,4","48,04",0,"186,69","16,08","74,75","18,46","512,59",100,"1,62","83,92","32,23","53,56","31,66","47,82",0,0,"59,11","89,27","6,36","2,62",0,"57,25","6,6","6,6","16,08","9,13","188,55","83,92",100,"0,13","0,68","2,5","77,12",2,"126,52","100,39"
510125,16822,15498,4725,2933,90,"1313,64",360,830,830,0,0,12316,1295,"1,21","518,64","2,03","28415,41","62,07","27,4",0,"82,91","36,82","13,09","17,52","147,25","92,19","2,03","63,18","-2,89","120,62","22,39","26,64",0,0,"18,56","22,09","65,88","11,96",0,"43,37","2,33","2,33","36,82","14,72","280,46","63,18","92,13","0,99","0,86","1,27",100,2,"85,31","360,98"
500150,6788,6788,2376,2374,56,"440,42","246,79","271,42","368,43","440,42",0,4655,"243,02",1,"264,89","3,25","82230,62","97,76","56,04",100,"120,83","16,35","12,16","18,45","109,49",100,"3,25","83,65",0,"82,76","51,1","69,01",0,0,"61,74","83,39","14,26","1,17",0,"90,93","3,78","3,78","38,37","8,29","194,22","61,63",100,"0,55","0,7",0,"117,47",2,"120,83","196,13"
510629,11225,6480,2355,2270,46,"460,18","395,09","400,56",421,0,1,5750,450,"1,01","213,91","2,86","81545,94",97,"86,04",0,"80,86","8,31","11,83","17,92","169,36","96,83","2,86","91,69",0,"123,44","91,98","98,94","0,25",0,"74,52","80,15","15,17","4,68",0,"98,63","4,71","4,71","12,77","3,65","68,78","87,23","57,73","0,98","0,41",0,100,"2,18","80,85","197,35"
411600,1806,1806,820,820,"15,5","158,5","155,9","155,9","157,3",0,0,1387,"153,5","1,01",412,"1,84","62777,01",100,"98,36",0,"108,56","0,76","2,85","18,25","235,85",100,"1,5","99,24",0,"74,76","39,86","56,8",0,0,"53,32","75,97","21,15","1,55",0,100,"2,46","2,46","1,64","0,47","8,77","98,36",100,"0,97","0,32","1,22",100,3,"135,15","285,09"
210650,23370,1369,371,1,"11,85","262,47","0,16","51,33","51,33",0,"29,15",1369,"139,9",1,"187,25","16,22","276036,52","0,13","0,07",0,"22,76",78,"2,19","8,51","101,83","14,43","13,7",22,"-16,96","371,05","291,21","318,22","48,1",0,"78,48","85,76","13,94","0,29",0,"0,31","5,34","5,34",78,"42,58","1331,38",22,"5,86","0,53","0,7",0,68,"3,39","28,95","171,35"
210240,11177,2155,591,5,"8,09",440,"2,55","104,98","104,98",0,"15,2",2155,"144,52",1,596,"5,98","242374,21","0,84","0,6",0,"67,3","75,29","1,33","8,2","132,33","52,57","4,04","24,71","29,04","100,44","57,38","76,47","36,19",0,"57,13","76,13","23,05","0,82",0,"2,43","1,68","1,68","75,29","109,32","1470,17","24,71","19,28","0,33","0,68",0,95,"9,1","49,8","447,22"
431442,5742,5182,1847,1847,135,210,"184,94","206,4","184,94",0,0,4559,"685,66","1,16",1066,"5,39","49310,88",100,"89,6",0,"124,83","11,93","3,74","60,4","107,22","90,24","5,39","88,07","0,93","80,11","7,93","14,85",0,"18,99","9,9","18,53","57,76",0,"23,71","91,19","1,09","1,09","1,71","0,07","5,39","98,29","90,25","3,27","0,84",0,100,"13,33","123,67","489,19"
522068,6856,5746,2134,2120,"26,35",0,"248,09","249,06","248,49",0,3,5660,"144,62","1,01","536,37","6,07","107301,31","99,67","71,89",0,"104,69",28,"4,79",12,"134,41",100,"5,32",72,"5,11","83,71","27,2","32,56",0,"22,12","32,49","38,9",0,0,"26,43","99,61","1,88","1,88","27,83","9,99","123,6","72,17","83,81","0,42",0,"2,08","92,63","16,39","111,28","444,57"
270840,32260,16616,4779,4776,"139,2",0,"491,24","501,7","638,92",0,"4,19",12477,"3946,54","1,01","873,82","3,77","108237,06","97,48","31,59",0,"157,33","58,91","6,92","21,07","81,46",100,"3,54","41,09","-6,77","59,73","15,71","19,75",0,0,"26,3","33,06","65,77",0,0,"97,92","1,16","1,16","67,74","20,73","606,24","32,26","51,51","2,53","0,38","3,77","110,42",26,"175,84","688,4"
270440,19804,8352,2182,2139,"103,3",0,"230,25","238,96","290,97",0,"21,08",6600,"2997,17","1,02","1107,75","5,34","92030,56","97,08","36,4",0,"118,23",54,"2,82","26,12","78,24","67,67","5,18",46,"-17,32","82,04","10,01","14,09",0,0,"12,2","17,18","81,99",0,0,"96,36","0,92","0,92","62,22","10,44","496,52","37,78","42,17","4,59","0,41","2,04","163,33",26,"147,81","771,26"
270600,11624,5563,1643,1628,"26,3",0,"142,52","144,39","206,64",0,"5,31",3294,"717,24","1,01",824,"2,85","100323,63","99,2","46,38",0,"186,26","32,76","2,59","10,88","71,38","99,79","2,61","67,24","-15,25","49,1","18,29","23,69",0,0,"37,26","48,24","50,23",0,0,"98,7","1,22","1,22","53,01","16,97",273,"46,99","47,86","2,29","0,38","1,19",175,26,"231,11","631,32"
270540,7159,4600,1345,1318,"28,2",0,"128,89","135,56","172,61",0,"5,48",2596,"1075,76","1,02",443,"4,8","100089,46","96,3","34,42",0,"119,61","53,9","3,4","14,98","83,59",100,"4,36","46,1","-9,68",76,"30,31","34,36",0,0,"39,88","45,22","53,88",0,0,"95,08","2,31","2,31","63,8","23,21","504,64","36,2","64,25","2,83","0,38","1,67","166,67",26,"147,8","381,32"
270370,5770,2416,627,622,"52,5",0,"40,32","40,66","50,32",0,"13,6",2376,"358,73",1,570,"5,42","92198,98","99,3","35,98",0,"104,95","55,1","1,19","37,42","50,68","78,57","4,89","44,9","11,26","86,07","32,24","38,29",0,0,"37,45","44,49","54,98",0,0,"99,16","1,76","1,76","63,72","3,73","344,44","36,28","41,87","2,85","0,38","2,94","141,67",26,"123,14","478,19"
210810,21040,1796,461,7,"11,3","597,79","1,08","96,32","96,32",0,0,1796,517,"1,01",513,12,"278381,27","0,65","0,18",0,"29,47","83,89","1,89","4,42","86,95","15,83","9,11","16,11","34,7","257,55","122,57","154,72","60,96",0,"47,59","60,07","39,39","0,54",0,"1,12","1,96","1,96","83,89","121,58","1794,76","16,11","8,54","0,86","0,67",0,"233,33","82,39","20,43","404,27"
240360,28583,898,226,104,"9,8","39,65","8,55","24,62","31,53",0,0,898,"0,44","1,04",252,"2,98","4523,19","45,66","21,56",0,"103,11","20,48","4,02","19,78","71,76","4,9","1,57","79,52",100,"51,04","4,66","18,73",0,"9,76","9,13","36,69","43,2",1,"19,11","34,73","4,13","4,13","37,91","4,2","170,16","62,09","3,14","0,01","48,61",0,100,120,0,"60,25"
210510,27113,1875,454,1,"15,3","266,13","0,26","88,27","88,27",0,0,1875,"146,78",1,"100,89","10,57","140178,95","0,22","0,1",0,"40,34","66,83","4,89","13,77","128,98","22,25","8,98","33,17","48,45","210,76","167,66","182,13","24,57",0,"79,55","86,42","13,32","0,26",0,"0,29","9,91","9,91","66,83","31,85","1073,32","33,17","6,92","0,55","0,72","5,88","70,83","203,14","21,6","92,87"
240150,3998,3998,1347,1303,"19,1","374,88","143,83","151,97","204,43",0,0,1183,"560,9","1,01","684,25","2,82","41588,23","95,12","38,37",0,"109,18","45,47",2,"11,81","104,1","66,57","1,34","54,53","99,06","43,53","13,23","13,23",0,0,"30,39","30,39","67,13","2,48",0,"94,64","1,48","1,48","59,46","33,44","451,21","40,54",100,"1,5","0,33","3,45","161,11",216,"2,83","676,75"
210125,17055,3473,2106,42,"22,75","515,42","15,54","378,68","378,68",0,0,3473,"2,33","1,01","392,36","2,96","123853,86","1,84","1,33",0,"140,64","67,52","6,26","6,81","172,55","91,44","2,07","32,48","45,14","49,86","43,27","49,27","11,38",0,"86,79","98,83","0,65","0,52",0,"4,1","2,57","2,57","67,52","94,81","1006,04","32,48","20,36",0,"2,21",0,"68,57","217,02","79,66","342,35"
270580,9373,5460,1387,1257,21,"1027,79","147,44","697,62","187,6",0,"54,04",4244,"777,41","1,02",556,"2,42","86722,3","90,71","30,76",0,"248,3","81,75","4,09","8,61","76,14","95,48","2,14","18,25","-37,22","35,65","19,22","31,44",0,0,"53,9","88,18","7,96","1,9",0,"98,87","1,83","1,83","32,12","44,13","661,48","67,88","58,25","0,72","0,04",0,"153,33","0,47","434,05","334,32"
431301,2698,2698,2007,2007,164,270,268,268,268,0,0,695,"491,4",1,"310,2","1,57","31383,21",100,"99,26",0,"130,46","0,74","6,54","81,18","271,54",100,"1,57","99,26",0,"76,44","28,57","37,37",0,"9,25","37,38","48,9","36,28","2,57","12,11",100,"3,22","3,22","0,74","0,03","3,53","99,26",100,"1,82","0,31",0,"236,67","1,33","132,83","237,12"
240895,10848,10848,4122,1165,54,"941,25","173,13","788,25","941,25",0,,4042,0,1,"216,58","0,92","13410,85","29,56","18,39",0,"154,34",0,"28,99","9,49","199,62",100,"0,92",100,"0,03","64,79","19,11","29,16",0,"1,36","29,49","45,01","52,31","0,59","2,1","21,96","4,62","4,62","16,25","7,91","101,87","83,75",100,0,,20,"78,95","2,04","154,34","141,92"
270820,6961,3948,1211,1209,"10,4","15492,51","132,44","15319,11","165,19","15492,51",0,3298,"77,85","1,01",1220,"1,28","128658,45","99,83","43,3",100,"458,93","98,93","1,05","6,35","92,02",100,"1,06","1,07","-12,94","18,07","13,25","13,95",0,0,"73,33","77,17","18,43",0,0,100,"0,83","0,83","1,12","45,68","393,92","98,88","56,72","0,01","0,42",0,"195,83",48,"553,97","1145,98"
210270,21995,6958,1700,374,"32,36",2484,"55,26","1643,76","298,26",0,0,6958,"1535,84",1,"312,36","15,54","321969,81","21,89","4,85",0,"27,76","87,99","7,11","7,2","116,52","49,92","11,88","12,01","25,13","275,34","137,65","178,05","67,08",0,"49,99","64,67","25,12","10,21",0,"18,53","3,21","3,21","33,83","69,17","1343,47","66,17","31,63","0,62","0,58",0,300,"203,99","21,84","240,86"
510785,11708,6754,2731,713,"53,5",680,160,730,730,0,53,6388,273,1,"188,86","1,09","22928,57","26,57","12,24",0,"59,32","44,15","17,93","18,12","296,12","93,83","1,02","55,85","1,92","156,73","67,8","86,81","0,42",0,"43,26","55,39","33,69","8,36",0,"21,92","5,3","5,3","44,15","30,55","598,8","55,85","57,69","0,2","0,92",0,100,"0,21","63,53","147,28"
270830,23927,23927,5503,3891,50,601,"400,7","545,7","545,7",0,0,16233,30,1,"232,36","2,06","16170,21","70,78","33,34",0,"194,73","54,6","23,62","7,18","67,3",100,"1,78","45,4","1,73","44,5","17,37","17,46",0,0,"39,03","39,24","11,3","33,28",0,"73,43","4,3","4,3","54,6","35,96","329,29","45,4",100,"0,02","3,67","0,09",100,"0,4","194,73","231,15"
291970,18755,16500,5808,4979,92,971,"600,83",971,"875,14",971,,14890,"698,5",1,"207,89","2,2","31157,88","85,76","61,88",100,"91,49","9,87","34,74","13,51","169,23","99,5","2,1","90,13",0,"104,54","49,56","61,49",0,"12,3","47,41","58,82","14,69","13,76","11,76","61,88","4,83","4,83",0,0,0,100,"87,98","0,72","0,39",0,100,"0,57","92,38","166,95"
510890,8641,5455,1912,1342,"20,5",643,450,643,643,643,,4420,320,"1,01","537,14","0,74","24206,16","71,54","69,98",100,"81,43",0,"5,01","10,53","324,58","98,53","0,74",100,"36,17","122,8","21,91","31,36",0,"21,39","17,84","25,53","56,11","0,93","17,42","69,98","1,88","1,88",0,0,0,100,"63,13","0,5","0,83",0,100,"1,25","54,36","372,6"
412085,4015,4015,1338,1338,30,206,170,170,237,0,,2573,310,1,"259,3","2,42","31501,34",100,"82,52",0,"127,57","-15,05","7,91","14,33","138,93",100,"2,42","115,05","0,16","78,39","21,55","34,07",0,0,"27,49","43,47","48,41","0,83",0,100,"3,86","3,86","17,48","3,37","76,07","82,52",100,"1,5","0,89",0,"100,52","1,3","127,57","164,01"
130340,114273,111000,16159,2130,180,"6870,95",1480,"5557,91","6001,95",0,0,77972,7000,"1,06","203,02","0,57","25810,13","13,18","10,63",0,"174,32","56,99","93,24","9,05","136,56","99,61","0,55","43,01","0,12","55,06","36,09","40,06",0,"5,57","65,55","72,76","16,58","0,55","10,11","26,75","5,2","5,2","60,17","127,79","1423,52","39,83","97,14","0,5","0,08",100,100,"1,5","181,42","173,31"
354520,118663,118663,46988,46973,600,"13583,63","7712,49","7765,51","9155,51",0,"195,69",117829,"5209,79","1,02","266,77","2,38","54790,66","99,97","57,61",0,"116,19","31,61","275,68","12,6","180,13",100,"2,38","68,39","-0,34","86,07","38,08","59,64",0,0,"44,24","69,3","20,13","9,45",0,"99,32","3,84","3,84",42,"25,67","335,71",58,100,"0,38","0,84","32,92",100,"1,67","116,59","166,44"
261247,12592,191,58,47,"10,3","7,38","3,89","5,13","6,61","7,38","0,01",191,"8,92",1,"38,67","6,72","8719,61","81,03","52,78",100,"32,42","10,31","3,07","8,73","73,59","3,38","5,6","89,69",100,"257,03","90,83","185,64","1,45","34,43","35,34","72,22","10,74",0,"13,39","75,83","25,86","25,86","30,39","0,6","105,81","69,61","1,52","1,21","0,45",,0,"10,67",0,"18,92"
240930,12755,6509,2052,1915,"42,12","367,87","158,27","174,78","242,82","367,4",0,6461,"2287,33","1,01","171,11","6,58","108080,22","90,84","43,02","99,87","64,1","33,99",9,"17,11","99,75","59,65","6,78","66,01","0,16","160,71","94,94","94,94","2,27",0,"59,07","59,07","33,47","0,93",0,"90,55","5,89","5,89","52,49","9,2","346,21","47,51","51,03","6,22","0,24",,0,"140,28","70,7","169,78"
110006,15882,11667,4801,4224,"135,32","1863,88","593,86","671,1","744,35",0,0,11667,"1263,36","1,01","214,98","5,58","119728,92","88,79","31,86",0,"88,96","60,06","23,37","21,47","155,9",100,"5,38","39,94","-0,58","108,42","72,96","75,76",0,"5,48","67,29","69,88","16,45",0,"5,05","88,49","4,72","4,72","63,99","24,15","684,88","36,01","73,46","0,68","0,52","3,38","94,36","0,25","94,94","204,21"
110146,2169,1211,573,302,"14,01","163,79","44,15","88,88","95,3",0,0,1211,"43,88","1,02",233,"2,91","83580,12","52,97","26,96",0,"175,13","41,82","2,51","18,93","200,09",100,"2,9","58,18","3,95","56,84","43,01","43,12",0,"0,02","75,68","75,86","7,42",0,"0,04","49,67","4,37","4,37","45,74","14,65","358,8","54,26","55,83","0,27","0,47","8,33",90,"0,29","175,02","228,25"
270490,3514,1627,598,598,"5,25","75,44","56,21","57,85",77,0,"8,61",1576,"62,33","1,02","597,5","2,32","87971,02","98,21","84,11",0,"236,42","-15,22","1,24","7,61","99,28",100,"2,04","115,22","-11,45","37,23","20,81","25,78",0,0,"55,91","69,24","28,76",0,0,"97,17","1,7","1,7","13,44","4,69","41,84","86,56","46,3","0,83","0,73","46,55","96,67","0,3","273,27","474,8"
110025,18986,11316,3654,3367,"79,74","1021,63","540,14","566,06","617,57",0,0,11316,"454,7","1,04","276,3","3,65","114388,91","94,13","52,87",0,"136,85","39,55","13,62","16,87","131,98",100,"3,51","60,45","-3,21","70,28","50,09","50,55",0,"0,92","71,27","71,93","13,29",0,"1,3","95,42","3,77","3,77","44,59","15,67","348,11","55,41","59,6","0,45","0,63","2,54","51,3","0,3","151,49","263,16"
110140,15852,5252,1463,1379,"40,16","528,89","182,45","195,67","222,55",0,0,5252,"172,81","1,04","215,29","3,92","92722,56",94,"34,5",0,"129,66","57,92","7,03","15,37","103,42","63,17","3,87","42,08","10,61","76,01","57,31","57,59",0,"1,69","75,4","75,77","9,56",0,"2,23","93,24","4,85","4,85",63,"22,73","632,88",37,"33,13","0,33","0,48","6,09","95,83","0,33","122,84","205,05"
431407,6535,4952,1808,1808,154,398,"369,5","369,5","369,5",398,0,1554,"321,15",1,"590,17","1,25","45682,6",100,"92,84",100,"182,23","7,16","3,21","72,17","205,09",100,"1,16","92,84",0,"51,3","16,34","17,47",0,0,"31,85","34,06","64,25","1,69",0,100,"1,69","1,69","7,16","0,51","44,1","92,84","75,78","0,81","0,86","1,67","166,67","0,33","194,95","551,74"
110040,21428,1469,423,266,"32,82","97,49","33,86","60,12","65,1",0,0,1469,"21,64","1,03","212,75","3,3","78782,54","61,23","34,73",0,"166,3","33,22",2,"14,1","114,9","14,32","3,11","66,78","3,15","56,68","44,05","44,09",0,"0,38","77,72","77,79","5,1",0,"0,67","56,32","4,83","4,83","38,33","3,12","247,3","61,67","6,86","0,22","0,48","11,3","95,83","0,34","176,15","206,82"
110160,10444,1438,414,283,"20,14","147,05","34,5","52,3","60,29",0,0,1438,"124,84","1,03",283,"3,12","74280,38","70,84","23,46",0,"171,13",59,"1,5","25,61","100,48","74,12","3,11",41,"30,73","58,18","34,57","34,57",0,"0,11","59,42","59,42","24,33",0,"0,19","65,97","3,65","3,65","64,43","12,89","630,84","35,57","13,77","0,85","0,37","41,44","92,5","0,34","122,62","274,33"
110060,6230,838,243,204,"7,36","43,46","27,18","31,22","31,22",0,0,838,"9,94","1,02","119,25","7,26","99958,56","87,37","62,54",0,"74,56","28,16",2,"14,42","106,12","37,29",7,"71,84","4,37","129,22","118,27","118,27",0,"0,09","91,53","91,53","1,13",0,"0,07","87,06","8,57","8,57","28,16","4,57","143,62","71,84","13,45","0,23","0,25","4,55","91,67","0,34","76,72","116,75"
110007,7391,2171,666,651,"21,14","123,96","81,59","82,78","95,67",0,0,2171,"107,78",1,"161,37","5,12","102212,56","98,22","65,82",0,"102,43","22,82",4,"20,17","107,87","99,59","5,12","77,18","0,11","97,57","81,47","81,54",0,"0,49","83,5","83,57","6,34",0,"0,5","98,56","6,2","6,2","33,22","5,34","174,78","66,78","29,37","0,87","0,29","7,63","109,17","0,35","105,05","161,24"
210193,6043,1875,507,54,"6,12","244,92","5,89","70,89","70,89",0,0,1875,"166,79",1,"252,25","6,93","111033,7","9,52","2,4",0,"46,62","71,06","2,4","8,64","104,22","80,06","5,26","28,94","20,3","162,95","96,97","116,57","37,16",0,"59,51","71,54","27,94","0,52",0,"8,31","3,97","3,97","71,06","77,91","946,02","28,94","31,03","0,68","0,63",0,100,"0,39","38,74","209,63"
